Variable,Source,ddof1,ddof2,F,p-unc,np2
Likes,MediaType,2,992,3.297369757589729,0.03738604538122152,0.006604019883362516
Comments,Platform,2,123,4.061980736508996,0.019575712138540896,0.06195634559660325
MediaIntegrity,Platform,2,123,0.24347826086956517,0.7842734239261747,0.00394338426871347
Presentation,Platform,2,123,0.0668757841907147,0.9353453591737807,0.0010862299465240562
