,0,1,2,3,4,5
0,0.15566797577655714,-0.16535481741629424,0.06731443749420389,-0.057193321857216546,0.0005630955253396805,0.5963576998707639
1,0.06226182487305244,0.16061274371412135,0.7590201634872812,-0.08957539568689991,0.07027087897865837,0.14367484591974686
2,0.16374157698866773,-0.3518536282005762,0.5559547532829585,-0.15587456396084762,0.4477862680707218,-0.5778320686629635
3,0.4169551157338344,-0.2223335024895261,0.07029539142185137,-0.2509585939169957,0.04285478164232359,-0.27942599630939935
4,-0.025201694459215458,0.6403241521132299,0.33495743069333384,-0.015507710417382473,-0.001643490979591353,-0.22588774777290554
5,0.029766117665915023,0.16973814906529766,0.5625385910103597,0.1419662513599657,0.21680599887716812,-0.08519413681438595
6,-0.06427552610698811,0.3081615581155798,0.3623609626023209,-0.12620668547633282,0.7856034906674126,-0.040838877317544174
7,-0.2595930793299619,-0.002954895438867541,0.1004953006085381,0.9398015764381864,0.11437501486851834,0.16095071646531034
8,-0.0147311392388685,-0.07534614448659022,0.03356687877267312,-0.3249483514598362,0.11163053361472947,0.09209952997380812
9,-0.12838231029693156,0.6211127700279797,-0.021976919102446906,0.09168052633800554,0.014831473733252375,0.024055074787712467
10,0.05464012054578399,0.6382403393771314,0.1791788743774932,0.06912099478924304,0.2141392032231573,-0.028355806186421244
11,0.9876333068216222,-0.021179525025998513,0.04407766779392664,-0.060916096765691805,-0.02344822313032886,0.12405550304912594
12,0.9876333068216222,-0.02117952502599849,0.04407766779392673,-0.06091609676569181,-0.023448223130328915,0.12405550304912594
