,STORYNUMBER,CODER,YEAR,PUBLICATIONDATE,URL,PUBLISHER,STORYTYPE,STORYTOPIC,STORYGENERICFRAMESDOMINANT,STORYEMOTIONALFRAMES,STORYCONTAINSFALSESTATEMENT,STORYCLAIMSANOTHERSOURCEISFALSE,STORYFACTCHECKSTWEET,SENSATIONALISM,src_expert,src_opponent,src_otherpolitician,src_privatecitizen,src_media,src_other,NUMBEROFTWEETSBYCANDIDATES,NUMBEROFTWEETSFROMOTHERS,TWEETBY,TWEETPRESENTATION,TWEETGENERICFRAMESDOMINANT,TWEETEMOTIONALFRAMES,TWEETCONTAINSFALSESTATEMENT,TWEETCLAIMSSOMETHINGELSEISFALSE,TWEETTOPIC,TWEETROLETOTHESTORY,STORYROLETOTWEET,filter_$,SRC_TOTAL,PUBLISHERYEAR
0,1,1,2020,9/7/20,https://www.foxnews.com/politics/trump-thanks-john-kelly-aide-denies-atlantic-story,fox,hard news,media,conflict,negative,no,yes,no,no,no,no,yes,no,yes,no,1,1,trump,embedded_cited,conflict,negative,no,yes,media,trigger,amplifies the tweet,Not Selected,2,fox2020
1,2,1,2020,9/8/20,https://www.foxnews.com/media/trump-tweets-joe-rogan-biden-dying-battery,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,yes,yes,no,1,1,trump,embedded,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,2,fox2020
2,3,1,2020,9/9/20,https://www.foxnews.com/politics/trump-rips-cuomo-rochester-mayor-after-mass-police-department-resignations,fox,hard news,attack,conflict,negative,no,no,no,yes,no,no,yes,no,no,yes,1,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,2,fox2020
3,4,1,2020,9/12/20,https://www.foxnews.com/politics/twitter-trump-tweet-voting-north-carolina-voting-illegal,fox,hard news,media,conflict,negative,no,yes,no,no,yes,no,yes,no,yes,yes,1,1,trump,embedded_cited,conflict,negative,yes,no,call to action,trigger,amplifies the tweet,Not Selected,4,fox2020
4,5,1,2020,9/13/20,https://www.foxnews.com/politics/trump-slams-bill-de-blasio-for-telling-new-yorkers-to-enjoy-beautiful-day-in-nyc,fox,soft news,attack,conflict,negative,no,no,no,yes,yes,no,yes,no,no,yes,1,1,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,3,fox2020
5,6,1,2020,9/15/20,https://www.foxnews.com/politics/trump-says-if-weak-biden-can-vote-in-person-any-american-can-do-it,fox,soft news,attack,conflict,negative,yes,no,no,yes,no,no,yes,no,no,no,1,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,1,fox2020
6,7,1,2020,9/16/20,https://www.foxnews.com/media/trump-cnbc-jim-cramer-crazy-nancy-pelosi,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,1,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
7,8,1,2020,9/16/20,https://www.foxnews.com/politics/trump-campaign-asks-twitter-to-mark-biden-coronavirus-ad-as-manipulated-media-but-company-declines,fox,hard news,attack,conflict,negative,no,yes,no,no,no,no,yes,no,yes,no,2,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,2,fox2020
8,8,1,2020,9/16/20,https://www.foxnews.com/politics/trump-campaign-asks-twitter-to-mark-biden-coronavirus-ad-as-manipulated-media-but-company-declines,fox,hard news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,no,2,0,biden,embedded,conflict,negative,no,yes,attack,trigger,ctiticizes the tweet,Not Selected,0,fox2020
9,9,1,2020,9/17/20,https://www.foxnews.com/politics/bail-fund-backed-by-kamala-harris-and-biden-staffers-bailed-out-alleged-child-abuser,fox,soft news,attack,conflict,negative,yes,no,no,yes,no,no,no,no,no,yes,1,0,harris,embedded_cited,economic,positive,no,no,call to action,trigger,ctiticizes the tweet,Not Selected,1,fox2020
10,10,1,2020,9/19/20,https://www.foxnews.com/politics/trump-urges-republicans-fill-ginsburg-vacancy-without-delay,fox,hard news,policy issue,conflict,negative,no,no,no,no,yes,yes,yes,no,yes,no,1,0,trump,embedded_cited,responsibility,positive,no,no,policy issue,trigger,amplifies the tweet,Not Selected,3,fox2020
11,11,1,2020,9/19/20,https://www.foxnews.com/politics/harris-tribute-rgb-supreme-court,fox,hard news,policy issue,conflict,negative,no,no,no,no,yes,no,yes,no,no,no,2,0,harris,embedded_cited,responsibility,positive,no,no,policy issue,trigger,neutral,Not Selected,2,fox2020
12,11,1,2020,9/19/20,https://www.foxnews.com/politics/harris-tribute-rgb-supreme-court,fox,hard news,policy issue,conflict,negative,no,no,no,no,no,no,no,no,no,no,2,0,biden,embedded,conflict,positive,no,no,policy issue,illustration,neutral,Not Selected,0,fox2020
13,12,1,2020,9/27/20,https://www.foxnews.com/politics/biden-campaign-responds-trump-drug-test-comments,fox,soft news,attack,conflict,negative,no,no,no,yes,no,yes,no,no,no,no,2,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
14,12,1,2020,9/27/20,https://www.foxnews.com/politics/biden-campaign-responds-trump-drug-test-comments,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,negative,no,no,attack,illustration,amplifies the tweet,Not Selected,0,fox2020
15,13,1,2020,9/28/20,https://www.foxnews.com/politics/trump-on-defense-after-nyt-publishes-tax-info-says-he-is-entitled-to-credits-like-everyone-else,fox,4,scandal,conflict,negative,no,yes,no,no,yes,yes,no,no,no,yes,4,0,trump,embedded_cited,conflict,negative,yes,yes,media,trigger,amplifies the tweet,Not Selected,2,fox2020
16,13,1,2020,9/28/20,https://www.foxnews.com/politics/trump-on-defense-after-nyt-publishes-tax-info-says-he-is-entitled-to-credits-like-everyone-else,fox,4,scandal,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,negative,no,yes,media,trigger,amplifies the tweet,Not Selected,0,fox2020
17,13,1,2020,9/28/20,https://www.foxnews.com/politics/trump-on-defense-after-nyt-publishes-tax-info-says-he-is-entitled-to-credits-like-everyone-else,fox,4,scandal,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,0,trump,embedded,morality,positive,no,no,character traits,trigger,amplifies the tweet,Not Selected,0,fox2020
18,13,1,2020,9/28/20,https://www.foxnews.com/politics/trump-on-defense-after-nyt-publishes-tax-info-says-he-is-entitled-to-credits-like-everyone-else,fox,4,scandal,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,0,biden,embedded,conflict,negative,no,no,attack,illustration,neutral,Not Selected,0,fox2020
19,14,1,2020,9/29/20,https://www.foxnews.com/politics/biden-mocks-trump-campaign-with-tweet-touting-earpiece-and-performance-enhancers-ahead-of-debate,fox,soft news,attack,conflict,negative,no,yes,no,yes,no,no,no,no,no,no,1,0,biden,embedded_cited,conflict,positive,no,no,other,trigger,amplifies the tweet,Not Selected,0,fox2020
20,15,1,2020,9/30/20,https://www.foxnews.com/politics/trump-biden-radical-left-debate,fox,hard news,attack,conflict,negative,no,yes,no,no,no,yes,yes,no,no,yes,1,1,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,2,fox2020
21,16,1,2020,9/30/20,https://www.foxnews.com/us/kyle-rittenhouses-attorney-sue-joe-biden-campaign-libel,fox,hard news,other,conflict,negative,no,no,no,no,yes,no,no,no,yes,yes,1,1,biden,embedded_cited,conflict,negative,no,no,attack,trigger,ctiticizes the tweet,Not Selected,3,fox2020
22,17,1,2020,10/2/20,https://www.foxnews.com/politics/vp-mike-pence-karen-pence-test-negative-for-coronavirus-spokesman-says,fox,hard news,covid,human interest,positive,no,no,no,no,yes,no,yes,no,no,yes,1,1,trump,embedded_cited,human interest,positive,no,no,covid,illustration,neutral,Not Selected,3,fox2020
23,18,1,2020,10/2/20,https://www.foxnews.com/politics/biden-responds-to-trumps-positive-coronavirus-tests-jill-and-i-send-our-thoughts-for-a-swift-recovery,fox,hard news,covid,human interest,positive,no,no,no,no,no,yes,yes,no,yes,no,2,0,biden,embedded_cited,human interest,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,2,fox2020
24,18,1,2020,10/2/20,https://www.foxnews.com/politics/biden-responds-to-trumps-positive-coronavirus-tests-jill-and-i-send-our-thoughts-for-a-swift-recovery,fox,hard news,covid,human interest,positive,no,no,no,no,no,no,no,no,no,no,,0,harris,embedded,human interest,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,0,fox2020
25,19,1,2020,10/3/20,https://www.foxnews.com/politics/trump-tweets-from-hospital-as-doc-confirms-remdesivir-treatment-going-well-i-think,fox,hard news,covid,human interest,positive,no,no,no,no,yes,no,no,no,no,yes,1,1,trump,embedded_cited,human interest,positive,no,no,covid,illustration,neutral,Not Selected,2,fox2020
26,20,1,2020,10/3/20,https://www.foxnews.com/politics/trump-campaign-pence-coronavirus,fox,hard news,covid,human interest,positive,no,no,no,no,yes,no,yes,no,no,no,2,0,trump,embedded_cited,human interest,positive,no,no,covid,illustration,neutral,Not Selected,2,fox2020
27,20,1,2020,10/3/20,https://www.foxnews.com/politics/trump-campaign-pence-coronavirus,fox,hard news,covid,human interest,positive,no,no,no,no,no,no,no,no,no,no,,0,pence,embedded_cited,human interest,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,0,fox2020
28,21,1,2020,10/4/20,https://www.foxnews.com/politics/trump-thanks-supporters-gathered-outside-hospital-as-he-battles-coronavirus-they-really-love-our-country,fox,hard news,covid,human interest,positive,no,no,no,no,yes,no,yes,yes,yes,yes,2,0,trump,embedded_cited,human interest,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,5,fox2020
29,21,1,2020,10/4/20,https://www.foxnews.com/politics/trump-thanks-supporters-gathered-outside-hospital-as-he-battles-coronavirus-they-really-love-our-country,fox,hard news,covid,human interest,positive,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,human interest,positive,no,no,covid,illustration,amplifies the tweet,Not Selected,0,fox2020
30,22,1,2020,10/5/20,https://www.foxnews.com/politics/trump-twitter-coronavirus-walter-reed,fox,soft news,covid,human interest,positive,no,no,no,no,no,no,no,no,no,no,5,0,trump,embedded_cited,human interest,positive,no,no,call to action,trigger,amplifies the tweet,Not Selected,0,fox2020
31,22,1,2020,10/5/20,https://www.foxnews.com/politics/trump-twitter-coronavirus-walter-reed,fox,soft news,covid,human interest,positive,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,positive,no,no,call to action,trigger,amplifies the tweet,Not Selected,0,fox2020
32,22,1,2020,10/5/20,https://www.foxnews.com/politics/trump-twitter-coronavirus-walter-reed,fox,soft news,covid,human interest,positive,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,negative,no,yes,media,trigger,amplifies the tweet,Not Selected,0,fox2020
33,22,1,2020,10/5/20,https://www.foxnews.com/politics/trump-twitter-coronavirus-walter-reed,fox,soft news,covid,human interest,positive,no,no,no,no,no,no,no,no,no,no,,0,trump,cited,economic,positive,no,no,policy issue,trigger,amplifies the tweet,Not Selected,0,fox2020
34,22,1,2020,10/5/20,https://www.foxnews.com/politics/trump-twitter-coronavirus-walter-reed,fox,soft news,covid,human interest,positive,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded,conflict,negative,no,no,policy issue,trigger,amplifies the tweet,Not Selected,0,fox2020
35,23,1,2020,10/5/20,https://www.foxnews.com/politics/president-trump-video-discharged-football,fox,soft news,covid,human interest,positive,no,no,no,no,yes,no,no,no,no,no,1,0,trump,embedded_cited,human interest,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,1,fox2020
36,24,1,2020,10/5/20,https://www.foxnews.com/politics/joe-biden-takes-shot-at-trump-over-wearing-masks-with-twitter-meme,fox,soft news,attack,conflict,negative,no,no,no,yes,yes,yes,no,no,no,yes,1,0,biden,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,2,fox2020
37,25,1,2020,10/5/20,https://www.foxnews.com/politics/trump-tweets-that-he-will-leave-walter-reed-medical-center-tonight-says-he-is-feeling-really-good,fox,soft news,covid,human interest,positive,no,no,no,no,yes,no,yes,no,no,yes,1,1,trump,embedded_cited,human interest,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,3,fox2020
38,26,1,2020,10/6/20,https://www.foxnews.com/media/alex-berenson-trump-coronavirus,fox,soft news,covid,conflict,positive,no,no,no,no,no,no,no,no,yes,no,1,1,trump,embedded_cited,responsibility,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,1,fox2020
39,27,1,2020,10/6/20,https://www.foxnews.com/us/trump-discharged-from-hospital-tweets-dont-be-afraid-of-covid-vows-to-resume-campaigning,fox,hard news,covid,human interest,positive,no,no,no,no,no,no,no,no,yes,yes,1,0,trump,embedded_cited,human interest,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,2,fox2020
40,28,1,2020,10/6/20,https://www.foxnews.com/politics/trump-authorizes-declassification-of-all-russia-collusion-hillary-clinton-email-probe-documents,fox,hard news,policy issue,conflict,negative,no,no,no,no,yes,no,no,no,yes,yes,2,0,trump,embedded_cited,conflict,negative,no,yes,attack,trigger,amplifies the tweet,Not Selected,3,fox2020
41,28,1,2020,10/6/20,https://www.foxnews.com/politics/trump-authorizes-declassification-of-all-russia-collusion-hillary-clinton-email-probe-documents,fox,hard news,policy issue,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,responsibility,negative,no,yes,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
42,29,1,2020,10/7/20,https://www.foxnews.com/entertainment/katherine-schwarzenegger-biden-trump-vote,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,yes,no,no,1,1,trump,embedded_cited,human interest,positive,no,no,covid,illustration,amplifies the tweet,Not Selected,1,fox2020
43,30,1,2020,10/7/20,https://www.foxnews.com/media/fly-lands-pences-head-vp-debate-goes-viral,fox,soft news,other,human interest,positive,no,no,no,yes,no,no,yes,yes,yes,yes,1,7,biden,embedded_cited,human interest,positive,no,no,call to action,illustration,neutral,Not Selected,4,fox2020
44,31,1,2020,10/8/20,https://www.foxnews.com/politics/pence-harris-biden-travel-to-arizona-trump-returns-to-oval-office,fox,hard news,campaign event or info,conflict,positive,no,no,no,no,no,no,no,no,no,no,1,0,trump,embedded_cited,human interest,positive,no,no,covid,illustration,amplifies the tweet,Not Selected,0,fox2020
45,32,1,2020,10/8/20,https://www.foxnews.com/politics/vice-presidential-debate-both-trump-biden-campaign-claim-victory-after-pence-harris-showdown,fox,soft news,horserace,conflict,positive,no,no,no,no,no,yes,yes,no,no,yes,4,0,trump,embedded_cited,conflict,positive,no,no,horserace,trigger,amplifies the tweet,Not Selected,2,fox2020
46,32,1,2020,10/8/20,https://www.foxnews.com/politics/vice-presidential-debate-both-trump-biden-campaign-claim-victory-after-pence-harris-showdown,fox,soft news,horserace,conflict,positive,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,positive,no,no,horserace,trigger,amplifies the tweet,Not Selected,0,fox2020
47,32,1,2020,10/8/20,https://www.foxnews.com/politics/vice-presidential-debate-both-trump-biden-campaign-claim-victory-after-pence-harris-showdown,fox,soft news,horserace,conflict,positive,no,no,no,no,no,no,no,no,no,no,,0,biden,embedded_cited,responsibility,positive,no,no,horserace,trigger,amplifies the tweet,Not Selected,0,fox2020
48,32,1,2020,10/8/20,https://www.foxnews.com/politics/vice-presidential-debate-both-trump-biden-campaign-claim-victory-after-pence-harris-showdown,fox,soft news,horserace,conflict,positive,no,no,no,no,no,no,no,no,no,no,,0,biden,embedded_cited,responsibility,positive,no,no,horserace,trigger,amplifies the tweet,Not Selected,0,fox2020
49,33,1,2020,10/10/20,https://www.foxnews.com/politics/florida-police-chiefs-association-endorsement-trump,fox,hard news,endorsement,responsibility,positive,no,no,no,no,no,no,no,no,no,yes,1,1,trump,embedded_cited,human interest,positive,no,no,endorsement,illustration,neutral,Not Selected,1,fox2020
50,34,1,2020,10/11/20,https://www.foxnews.com/politics/twitter-adds-warning-to-immune-tweet-by-us-president-trump,fox,hard news,media,conflict,negative,no,yes,yes,no,yes,no,no,no,no,yes,1,0,trump,embedded_cited,human interest,positive,yes,no,covid,trigger,amplifies the tweet,Not Selected,2,fox2020
51,35,1,2020,10/11/20,https://www.foxnews.com/politics/kamala-harris-cbarrett-hearings-putting-lives-risk-participate-remotely,fox,soft news,attack,responsibility,negative,no,no,no,no,no,no,yes,no,no,yes,1,0,harris,embedded_cited,responsibility,negative,no,no,attack,trigger,neutral,Not Selected,2,fox2020
52,36,1,2020,10/17/20,https://www.foxnews.com/politics/trump-blasts-michigan-for-misprinting-ballots-sent-to-military,fox,hard news,scandal,conflict,negative,no,no,no,no,no,yes,yes,no,no,no,1,1,trump,embedded_cited,conflict,negative,yes,yes,attack,trigger,amplifies the tweet,Not Selected,1,fox2020
53,37,1,2020,10/5/20,https://www.foxnews.com/entertainment/chris-evans-stars-react-trumps-dont-be-afraid-of-covid-tweet,fox,soft news,covid,conflict,negative,no,no,no,no,no,no,no,no,no,yes,1,6,trump,paraphrased,human interest,positive,no,no,covid,trigger,neutral,Not Selected,1,fox2020
54,38,1,2020,10/2/20,https://www.foxnews.com/entertainment/michael-rapaport-president-trump-positive-coronavirus-bleach,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,yes,1,5,trump,embedded,human interest,positive,no,no,covid,illustration,neutral,Not Selected,1,fox2020
55,39,1,2020,10/8/20,https://www.foxnews.com/politics/trump-tweet-us-troops-afghanistan-christmas-taliban-negotiations,fox,hard news,policy issue,conflict,negative,no,no,no,no,yes,no,yes,no,no,yes,1,0,trump,embedded_cited,human interest,positive,no,no,policy issue,trigger,ctiticizes the tweet,Not Selected,3,fox2020
56,40,1,2020,10/1/20,https://www.foxnews.com/food-drink/trump-mcdonalds-french-fries-hair-tweet,fox,soft news,other,human interest,negative,no,yes,yes,yes,yes,no,yes,no,yes,yes,1,1,trump,embedded_cited,human interest,positive,yes,no,other,trigger,amplifies the tweet,Not Selected,4,fox2020
57,41,1,2020,9/24/20,https://www.foxnews.com/politics/trump-pac-12-college-football-season,fox,hard news,covid,human interest,positive,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,embedded_cited,human interest,positive,no,no,other,trigger,amplifies the tweet,Not Selected,2,fox2020
58,42,1,2020,9/7/20,https://www.foxnews.com/politics/trump-slams-violence-democratic-run-cities,fox,soft news,other,conflict,negative,yes,no,yes,no,no,yes,yes,no,no,yes,1,1,trump,embedded_cited,responsibility,negative,no,no,attack,trigger,neutral,Not Selected,2,fox2020
59,43,1,2020,9/23/20,https://www.foxnews.com/entertainment/trump-not-fan-meghan-markle-wishes-prince-harry-luck,fox,soft news,other,conflict,negative,no,yes,yes,yes,no,no,no,no,no,yes,1,0,trump,embedded_cited,conflict,negative,yes,yes,other,trigger,neutral,Not Selected,1,fox2020
60,44,1,2020,10/2/20,https://www.foxnews.com/politics/timeline-trump-tests-positive-coronavirus,fox,soft news,covid,human interest,positive,no,no,no,no,no,no,yes,no,yes,yes,2,1,trump,embedded_cited,human interest,positive,no,no,covid,illustration,neutral,Not Selected,3,fox2020
61,44,1,2020,10/2/20,https://www.foxnews.com/politics/timeline-trump-tests-positive-coronavirus,fox,soft news,covid,human interest,positive,no,no,no,no,no,no,no,no,no,no,,0,trump,cited,human interest,negative,no,no,covid,illustration,neutral,Not Selected,0,fox2020
62,45,1,2020,10/4/20,https://www.foxnews.com/politics/supporters-gather-for-prayer-vigil-for-trump-outside-walter-reed,fox,soft news,covid,human interest,positive,no,no,no,no,yes,yes,yes,yes,no,yes,2,3,trump,embedded_paraphrased,human interest,positive,no,no,covid,illustration,amplifies the tweet,Not Selected,4,fox2020
63,45,1,2020,10/4/20,https://www.foxnews.com/politics/supporters-gather-for-prayer-vigil-for-trump-outside-walter-reed,fox,soft news,covid,human interest,positive,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded,human interest,positive,no,no,covid,illustration,amplifies the tweet,Not Selected,0,fox2020
64,46,1,2020,10/8/20,https://www.foxnews.com/politics/trump-acknowledges-he-was-very-sick-when-he-was-hospitalized-for-covid,fox,soft news,policy issue,responsibility,positive,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,embedded_cited,responsibility,positive,no,yes,policy issue,trigger,amplifies the tweet,Not Selected,2,fox2020
65,47,1,2020,10/3/20,https://www.foxnews.com/politics/president-trump-completes-second-dose-of-the-remdesivir-drug,fox,hard news,covid,human interest,positive,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,embedded_cited,human interest,positive,no,no,covid,illustration,amplifies the tweet,Not Selected,2,fox2020
66,48,1,2020,10/7/20,https://www.foxnews.com/media/twitter-slaps-trump-tweet-with-another-disclaimer,fox,hard news,media,conflict,negative,no,yes,yes,no,no,no,yes,no,yes,yes,1,1,trump,embedded_cited,conflict,negative,yes,yes,media,trigger,amplifies the tweet,Not Selected,3,fox2020
67,49,1,2020,10/3/20,https://www.foxnews.com/politics/trump-white-house-congress-facing-unclear-coronavirus-implications,fox,soft news,covid,human interest,positive,no,no,no,no,no,no,yes,no,yes,yes,1,0,trump,embedded_cited,human interest,positive,no,no,covid,illustration,neutral,Not Selected,3,fox2020
68,50,1,2020,10/21/20,https://www.cnn.com/2020/10/20/politics/2020-election-trump/index.html,cnn,soft news,covid,conflict,negative,no,no,no,no,yes,no,no,no,yes,yes,1,0,trump,paraphrased,conflict,negative,no,yes,media,illustration,ctiticizes the tweet,Selected,3,cnn2020
69,51,1,2020,10/22/20,https://www.cnn.com/2020/10/20/politics/trump-interview-60-minutes/index.html,cnn,soft news,media,conflict,negative,no,no,no,no,yes,no,yes,no,yes,yes,1,1,trump,paraphrased,conflict,negative,no,no,media,illustration,neutral,Selected,4,cnn2020
70,52,1,2020,10/25/20,https://www.cnn.com/politics/live-news/us-election-news-10-25-2020/index.html,cnn,hard news,covid,conflict,positive,no,no,no,no,no,no,no,no,no,yes,1,0,pence,paraphrased_linked,human interest,positive,no,no,campaign event or info,illustration,neutral,Selected,1,cnn2020
71,53,1,2020,10/27/20,https://www.cnn.com/2020/10/27/politics/fact-check-biden-pope-francis-trump-war-room/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,1,0,trump,paraphrased_linked,conflict,negative,yes,no,attack,trigger,ctiticizes the tweet,Selected,0,cnn2020
72,54,1,2020,10/26/20,https://www.cnn.com/politics/live-news/us-election-news-10-26-2020/index.html,cnn,soft news,campaign event or info,human interest,positive,no,no,no,no,no,no,no,no,no,no,1,0,harris,embedded_cited,human interest,positive,no,no,campaign event or info,trigger,amplifies the tweet,Selected,0,cnn2020
73,55,1,2020,10/31/20,https://www.cnn.com/politics/live-news/us-election-news-10-21-2020/h_e31006ccd05baab48a712d8cd3e171c6,cnn,soft news,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,1,0,trump,paraphrased,conflict,negative,yes,no,attack,trigger,ctiticizes the tweet,Selected,0,cnn2020
74,56,1,2020,10/31/20,https://www.cnn.com/2020/10/31/politics/biden-bus-2020-campaign-texas-trump-supporters/index.html,cnn,hard news,attack,conflict,negative,no,no,no,no,no,yes,no,no,no,yes,1,0,trump,cited,conflict,negative,no,no,attack,trigger,ctiticizes the tweet,Selected,1,cnn2020
75,57,1,2020,11/3/20,https://www.cnn.com/2020/11/03/politics/donald-trump-joe-biden-us-election-analysis/index.html,cnn,soft news,campaign event or info,conflict,negative,no,yes,yes,no,no,yes,no,no,no,no,1,0,trump,cited_paraphrased,,negative,yes,no,attack,trigger,ctiticizes the tweet,Selected,0,cnn2020
76,58,1,2020,11/2/20,https://www.cnn.com/politics/live-news/us-election-news-11-02-2020/index.html,cnn,hard news,media,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,1,0,trump,cited_paraphrased,conflict,negative,yes,no,campaign event or info,trigger,ctiticizes the tweet,Selected,0,cnn2020
77,59,1,2020,10/21/20,https://www.cnn.com/2020/10/19/politics/fact-check-trump-dishonest-weekend-florida-michigan-georgia-wisconsin/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,yes,no,no,no,yes,yes,3,0,trump,cited_linked,conflict,negative,yes,yes,covid,trigger,ctiticizes the tweet,Selected,3,cnn2020
78,59,1,2020,10/21/20,https://www.cnn.com/2020/10/19/politics/fact-check-trump-dishonest-weekend-florida-michigan-georgia-wisconsin/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,trump,cited_linked,conflict,negative,yes,no,attack,trigger,ctiticizes the tweet,Selected,0,cnn2020
79,59,1,2020,10/21/20,https://www.cnn.com/2020/10/19/politics/fact-check-trump-dishonest-weekend-florida-michigan-georgia-wisconsin/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,biden,cited_linked,conflict,negative,no,no,policy issue,illustration,neutral,Selected,0,cnn2020
80,60,1,2020,10/20/20,https://www.cnn.com/2020/10/20/politics/meadows-trump-twitter/index.html,cnn,soft news,other,conflict,negative,no,yes,no,no,no,no,yes,no,yes,yes,2,0,trump,cited_linked,conflict,negative,no,yes,other,illustration,neutral,Selected,3,cnn2020
81,61,1,2020,10/29/20,https://www.cnn.com/2020/10/29/politics/donald-trump-senate-election-2020/index.html,cnn,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,no,1,0,trump,cited,conflict,negative,no,no,attack,illustration,neutral,Selected,0,cnn2020
82,62,1,2020,10/21/20,https://www.cnn.com/2020/10/21/politics/60-minutes-lesley-stahl-trump-2020/index.html,cnn,soft news,media,conflict,negative,no,no,no,no,no,no,no,no,no,yes,1,0,trump,paraphrased_linked,conflict,negative,no,no,attack,illustration,neutral,Selected,1,cnn2020
83,63,1,2020,10/26/20,https://www.cnn.com/2020/10/26/politics/fact-check-testing-cases-october/index.html,cnn,soft news,covid,conflict,negative,no,yes,yes,no,yes,no,no,no,yes,yes,1,1,trump,cited_linked,conflict,negative,yes,yes,media,illustration,ctiticizes the tweet,Selected,3,cnn2020
84,64,1,2020,10/19/20,https://www.cnn.com/2020/10/19/politics/sudan-state-sponsor-of-terrorism-list-trump/index.html,cnn,hard news,policy issue,responsibility,positive,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,cited_linked,economic,positive,no,no,policy issue,illustration,neutral,Selected,2,cnn2020
85,65,1,2020,10/30/20,https://www.cnn.com/2020/10/30/politics/changing-votes-fact-check/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,no,yes,no,no,no,no,yes,2,0,trump,cited_linked,conflict,negative,yes,yes,horserace,trigger,ctiticizes the tweet,Selected,2,cnn2020
86,65,1,2020,10/30/20,https://www.cnn.com/2020/10/30/politics/changing-votes-fact-check/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,trump,cited_linked,conflict,negative,yes,no,campaign event or info,trigger,ctiticizes the tweet,Selected,0,cnn2020
87,66,2,2020,9/7/20,https://www.cnn.com/2020/09/07/politics/trump-election-interference-china-biden/index.html,cnn,hard news,policy issue,conflict,negative,no,yes,yes,no,yes,yes,yes,no,yes,yes,1,0,trump,paraphrased_linked,conflict,negative,yes,no,policy issue,trigger,ctiticizes the tweet,Selected,4,cnn2020
88,67,2,2020,9/7/20,https://www.cnn.com/2020/09/07/politics/us-election-2020-week-ahead/index.html,cnn,editorial,horserace,conflict,negative,no,yes,yes,no,yes,no,no,no,yes,yes,1,0,trump,cited_linked,conflict,negative,yes,no,horserace,illustration,ctiticizes the tweet,Selected,3,cnn2020
