,STORYNUMBER,CODER,YEAR,PUBLICATIONDATE,URL,PUBLISHER,STORYTYPE,STORYTOPIC,STORYGENERICFRAMESDOMINANT,STORYEMOTIONALFRAMES,STORYCONTAINSFALSESTATEMENT,STORYCLAIMSANOTHERSOURCEISFALSE,STORYFACTCHECKSTWEET,SENSATIONALISM,src_expert,src_opponent,src_otherpolitician,src_privatecitizen,src_media,src_other,NUMBEROFTWEETSBYCANDIDATES,NUMBEROFTWEETSFROMOTHERS,TWEETBY,TWEETPRESENTATION,TWEETGENERICFRAMESDOMINANT,TWEETEMOTIONALFRAMES,TWEETCONTAINSFALSESTATEMENT,TWEETCLAIMSSOMETHINGELSEISFALSE,TWEETTOPIC,TWEETROLETOTHESTORY,STORYROLETOTWEET,filter_$,SRC_TOTAL,PUBLISHERYEAR
180,131,2,2020,10/6/20,https://www.cnn.com/2020/10/06/business/airlines-donald-trump-stimulus-talks/index.html,cnn,soft news,policy issue,economic,negative,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,cited_paraphrased,economic,negative,no,no,policy issue,trigger,ctiticizes the tweet,Selected,2,cnn2020
181,132,2,2020,10/1/20,https://www.cnn.com/2020/10/01/politics/donald-trump-debate-polls-joe-biden/index.html,cnn,editorial,horserace,conflict,negative,no,yes,yes,no,yes,no,no,no,yes,no,2,0,trump,cited_linked,conflict,positive,yes,no,horserace,trigger,ctiticizes the tweet,Selected,2,cnn2020
182,133,2,2020,10/6/20,https://www.cnn.com/2020/10/06/health/flu-covid-19-deaths-comparison-trnd/index.html,cnn,editorial,covid,conflict,negative,no,yes,yes,no,yes,no,no,no,no,no,1,0,trump,cited_linked,conflict,negative,yes,no,covid,trigger,ctiticizes the tweet,Selected,1,cnn2020
183,134,2,2020,10/16/20,https://www.cnn.com/2020/10/16/politics/afghanistan-robert-obrien-mark-milley/index.html,cnn,editorial,policy issue,conflict,negative,no,no,no,no,yes,no,yes,no,no,no,1,1,trump,paraphrased_linked,morality,positive,no,no,policy issue,illustration,ctiticizes the tweet,Selected,2,cnn2020
184,135,2,2020,10/6/20,https://www.cnn.com/2020/10/06/opinions/trump-reckless-covid-costing-us-opinion-sachs/index.html,cnn,editorial,policy issue,responsibility,negative,no,no,no,no,yes,no,no,no,yes,no,1,0,trump,cited,human interest,positive,yes,no,covid,illustration,ctiticizes the tweet,Selected,2,cnn2020
185,136,2,2020,10/9/20,https://www.cnn.com/2020/10/09/politics/trump-gretchen-whitmer-law-and-order/index.html,cnn,editorial,policy issue,conflict,negative,no,no,no,no,yes,no,yes,no,no,yes,1,0,trump,cited,conflict,negative,no,no,attack,illustration,ctiticizes the tweet,Selected,3,cnn2020
186,137,2,2020,10/2/20,https://www.cnn.com/2020/10/02/politics/president-donald-trump-coronavirus-positive-test/index.html,cnn,soft news,covid,responsibility,negative,no,no,no,no,no,no,no,no,no,yes,2,1,trump,cited_linked,human interest,positive,no,no,covid,non-primary source,neutral,Selected,1,cnn2020
187,137,2,2020,10/2/20,https://www.cnn.com/2020/10/02/politics/president-donald-trump-coronavirus-positive-test/index.html,cnn,soft news,covid,responsibility,negative,no,no,no,no,no,no,no,no,no,no,,0,biden,cited,human interest,positive,no,no,covid,non-primary source,neutral,Selected,0,cnn2020
188,138,2,2020,10/15/20,https://www.cnn.com/2020/10/15/investing/elizabeth-warren-insider-trading-investigation/index.html,cnn,soft news,scandal,responsibility,negative,no,no,no,no,yes,no,yes,no,no,yes,1,0,trump,paraphrased_linked,economic,positive,yes,no,covid,non-primary source,neutral,Selected,3,cnn2020
189,139,2,2020,10/15/20,https://www.cnn.com/2020/10/15/media/steve-scully-cspan-suspended/index.html,cnn,soft news,media,conflict,negative,no,yes,no,no,yes,no,no,no,yes,no,1,1,trump,cited,conflict,negative,no,yes,media,illustration,neutral,Selected,2,cnn2020
190,140,2,2020,10/15/20,https://www.cnn.com/2020/10/15/politics/donald-trump-osama-bin-laden-conspiracy-theory-fact-check/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,no,yes,no,no,no,no,no,2,0,trump,cited_paraphrased,conflict,negative,yes,no,attack,trigger,ctiticizes the tweet,Selected,1,cnn2020
191,140,2,2020,10/15/20,https://www.cnn.com/2020/10/15/politics/donald-trump-osama-bin-laden-conspiracy-theory-fact-check/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,trump,paraphrased_linked,conflict,negative,yes,no,attack,trigger,ctiticizes the tweet,Selected,0,cnn2020
192,141,2,2020,10/14/20,https://www.cnn.com/2020/10/14/politics/california-dropbox-controversy-explained/index.html,cnn,editorial,scandal,conflict,negative,no,yes,yes,no,yes,no,no,no,no,yes,2,0,trump,paraphrased_linked,conflict,negative,yes,no,other,illustration,ctiticizes the tweet,Selected,2,cnn2020
193,141,2,2020,10/14/20,https://www.cnn.com/2020/10/14/politics/california-dropbox-controversy-explained/index.html,cnn,editorial,scandal,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,trump,paraphrased_linked,conflict,negative,yes,no,other,illustration,ctiticizes the tweet,Selected,0,cnn2020
194,142,2,2020,10/14/20,https://www.cnn.com/politics/live-news/us-election-news-10-14-20/index.html,cnn,soft news,campaign event or info,responsibility,negative,no,no,no,no,no,no,no,yes,no,no,1,0,biden,cited,morality,positive,no,no,endorsement,non-primary source,neutral,Selected,1,cnn2020
195,143,2,2020,10/14/20,https://www.cnn.com/2020/10/14/politics/voting-lines-election-coronavirus/index.html,cnn,editorial,campaign event or info,conflict,negative,no,no,no,no,yes,yes,yes,no,no,yes,1,0,trump,paraphrased,conflict,negative,no,no,attack,non-primary source,neutral,Selected,3,cnn2020
196,144,2,2020,10/13/20,https://www.cnn.com/world/live-news/coronavirus-pandemic-10-13-20-intl/index.html,cnn,soft news,covid,conflict,negative,no,no,no,no,yes,yes,no,no,no,no,1,0,trump,paraphrased,conflict,negative,no,no,attack,non-primary source,neutral,Selected,1,cnn2020
197,145,2,2020,10/13/20,https://www.cnn.com/2020/10/13/us/kidnap-plot-governor-michigan-virginia/index.html,cnn,hard news,other,conflict,negative,no,no,no,no,yes,no,yes,no,no,yes,1,0,trump,cited_linked,conflict,negative,no,no,attack,illustration,ctiticizes the tweet,Selected,3,cnn2020
198,146,2,2020,10/13/20,https://www.cnn.com/2020/10/13/politics/trump-versus-fauci/index.html,cnn,soft news,covid,conflict,negative,no,no,no,no,yes,yes,no,no,no,no,1,0,trump,cited_paraphrased,conflict,negative,no,no,attack,trigger,ctiticizes the tweet,Selected,1,cnn2020
199,147,2,2020,10/12/20,https://www.cnn.com/2020/10/12/world/coronavirus-newsletter-10-12-20-intl/index.html,cnn,soft news,covid,conflict,negative,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,paraphrased,human interest,positive,yes,no,covid,non-primary source,neutral,Selected,2,cnn2020
200,148,2,2020,10/11/20,https://www.cnn.com/2020/10/11/politics/schumer-affordable-care-act-amy-coney-barrett/index.html,cnn,editorial,policy issue,conflict,negative,no,no,no,no,yes,no,yes,no,no,yes,1,0,harris,cited,responsibility,positive,no,no,covid,non-primary source,neutral,Selected,3,cnn2020
201,149,2,2020,10/11/20,https://www.cnn.com/world/live-news/coronavirus-pandemic-10-11-20-intl/index.html,cnn,hard news,covid,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,1,0,trump,cited,human interest,positive,yes,no,covid,trigger,ctiticizes the tweet,Selected,0,cnn2020
202,150,2,2020,10/12/20,https://www.cnn.com/2020/10/12/politics/donald-trump-coronavirus-election-2020-joe-biden/index.html,cnn,soft news,covid,conflict,negative,no,yes,yes,no,yes,no,no,no,no,no,2,0,trump,cited,human interest,positive,yes,no,covid,non-primary source,ctiticizes the tweet,Selected,1,cnn2020
203,150,2,2020,10/12/20,https://www.cnn.com/2020/10/12/politics/donald-trump-coronavirus-election-2020-joe-biden/index.html,cnn,soft news,covid,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,trump,paraphrased,conflict,negative,no,no,covid,illustration,neutral,Selected,0,cnn2020
204,151,2,2020,10/12/20,https://www.cnn.com/2020/10/12/world/coronavirus-newsletter-10-12-20-intl/index.html,cnn,soft news,covid,conflict,negative,no,yes,yes,no,yes,no,no,no,no,no,1,0,trump,paraphrased,human interest,positive,yes,no,covid,non-primary source,ctiticizes the tweet,Selected,1,cnn2020
205,152,2,2020,10/10/20,https://www.cnn.com/2020/10/10/politics/donald-trump-covid-white-house-event/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,yes,no,no,no,yes,yes,1,0,trump,paraphrased,conflict,negative,no,no,attack,non-primary source,ctiticizes the tweet,Selected,3,cnn2020
206,153,2,2020,10/9/20,https://www.cnn.com/2020/09/10/politics/supreme-court-trump-judiciary-rule-of-law/index.html,cnn,editorial,policy issue,conflict,negative,no,no,no,no,yes,no,yes,no,yes,yes,2,1,trump,cited,conflict,negative,no,no,policy issue,illustration,neutral,Selected,4,cnn2020
207,153,2,2020,10/9/20,https://www.cnn.com/2020/09/10/politics/supreme-court-trump-judiciary-rule-of-law/index.html,cnn,editorial,policy issue,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,cited_linked,conflict,negative,no,no,policy issue,illustration,neutral,Selected,0,cnn2020
208,154,2,2020,10/9/20,https://www.cnn.com/2020/10/09/perspectives/stimulus-package-economic-relief/index.html,cnn,editorial,policy issue,economic,negative,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,paraphrased,economic,negative,no,no,policy issue,non-primary source,neutral,Selected,2,cnn2020
209,155,2,2020,10/9/20,https://www.cnn.com/2020/10/09/politics/donald-trump-health-coronavirus-election-2020/index.html,cnn,editorial,attack,conflict,negative,no,no,no,no,yes,no,yes,no,yes,yes,1,0,trump,cited,economic,negative,no,no,policy issue,non-primary source,neutral,Selected,4,cnn2020
210,156,2,2020,10/9/20,https://www.cnn.com/2020/10/07/opinions/father-covid-19-death-trump-disrespect-pernell/index.html,cnn,editorial,covid,human interest,positive,no,yes,yes,no,yes,no,no,yes,no,no,1,0,trump,paraphrased,human interest,positive,yes,no,covid,trigger,ctiticizes the tweet,Selected,2,cnn2020
211,157,2,2020,10/8/20,https://www.cnn.com/2020/10/08/us/nurse-reacts-to-trump-downplaying-covid-trnd/index.html,cnn,editorial,covid,human interest,negative,no,yes,yes,no,no,no,no,yes,no,no,1,0,trump,cited,human interest,positive,yes,no,covid,trigger,ctiticizes the tweet,Selected,1,cnn2020
212,158,2,2020,10/8/22,https://www.cnn.com/2020/10/08/politics/gretchen-whitmer-kidnapping-plot-cnntv/index.html,cnn,editorial,attack,conflict,negative,no,no,no,no,yes,no,yes,no,no,no,1,0,trump,cited_paraphrased,conflict,negative,no,no,attack,trigger,ctiticizes the tweet,Selected,2,cnn2020
213,159,2,2020,10/8/20,https://www.cnn.com/2020/10/08/politics/rick-bright-cnntv/index.html,cnn,editorial,covid,conflict,negative,no,no,no,no,yes,no,no,no,no,no,1,0,trump,paraphrased,human interest,positive,yes,no,covid,trigger,ctiticizes the tweet,Selected,1,cnn2020
214,160,2,2020,10/7/20,https://www.cnn.com/world/live-news/hurricane-delta-update-10-07-20/index.html,cnn,soft news,other,human interest,positive,no,no,no,no,no,no,no,no,no,no,1,0,trump,embedded_cited,human interest,positive,no,no,other,trigger,neutral,Selected,0,cnn2020
215,161,2,2020,10/7/20,https://www.cnn.com/2020/10/07/politics/stimulus-negotiations-latest/index.html,cnn,soft news,policy issue,economic,negative,no,no,no,no,no,no,no,no,no,no,1,0,trump,paraphrased,economic,negative,no,no,policy issue,trigger,ctiticizes the tweet,Selected,0,cnn2020
216,162,2,2020,10/7/20,https://www.cnn.com/2020/10/07/politics/donald-trump-coronavirus/index.html,cnn,editorial,covid,conflict,negative,no,no,no,no,yes,no,no,no,no,yes,3,0,trump,cited,conflict,negative,no,no,policy issue,trigger,ctiticizes the tweet,Selected,2,cnn2020
217,162,2,2020,10/7/20,https://www.cnn.com/2020/10/07/politics/donald-trump-coronavirus/index.html,cnn,editorial,covid,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,cited,conflict,negative,no,no,covid,trigger,neutral,Selected,0,cnn2020
218,162,2,2020,10/7/20,https://www.cnn.com/2020/10/07/politics/donald-trump-coronavirus/index.html,cnn,editorial,covid,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,cited,conflict,negative,no,no,covid,trigger,neutral,Selected,0,cnn2020
219,163,2,2020,10/7/20,https://www.cnn.com/2020/10/06/politics/stimulus-pelosi-trump-coronavirus/index.html,cnn,editorial,policy issue,economic,negative,no,no,no,no,yes,no,no,no,no,no,1,0,trump,cited_paraphrased,conflict,negative,no,no,attack,illustration,neutral,Selected,1,cnn2020
220,164,2,2020,10/7/20,https://www.cnn.com/2020/10/07/investing/global-stocks/index.html,cnn,soft news,policy issue,economic,negative,no,no,no,no,yes,no,no,no,no,no,3,0,trump,cited,economic,negative,no,no,policy issue,trigger,neutral,Selected,1,cnn2020
221,164,2,2020,10/7/20,https://www.cnn.com/2020/10/07/investing/global-stocks/index.html,cnn,soft news,policy issue,economic,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,cited,economic,positive,no,no,policy issue,trigger,neutral,Selected,0,cnn2020
222,164,2,2020,10/7/20,https://www.cnn.com/2020/10/07/investing/global-stocks/index.html,cnn,soft news,policy issue,economic,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,cited,economic,positive,no,no,policy issue,trigger,neutral,Selected,0,cnn2020
223,165,2,2020,10/6/20,https://www.cnn.com/politics/live-news/trump-covid-19-updates-tuesday/index.html,cnn,4,covid,conflict,negative,no,no,no,no,no,no,no,no,no,yes,1,1,trump,embedded,human interest,positive,yes,no,covid,trigger,ctiticizes the tweet,Selected,1,cnn2020
224,166,2,2020,10/6/20,https://www.cnn.com/2020/10/06/politics/brennan-ratcliffe-declassifying-intelligence-clinton-russia/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,yes,no,no,no,yes,yes,2,0,trump,cited_paraphrased,conflict,negative,no,no,attack,trigger,ctiticizes the tweet,Selected,3,cnn2020
225,166,2,2020,10/6/20,https://www.cnn.com/2020/10/06/politics/brennan-ratcliffe-declassifying-intelligence-clinton-russia/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,trump,paraphrased,conflict,negative,no,no,policy issue,trigger,ctiticizes the tweet,Selected,0,cnn2020
226,167,2,2020,10/6/20,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-11-days/index.html,cnn,editorial,horserace,conflict,negative,no,no,no,no,yes,no,yes,no,yes,yes,2,0,trump,paraphrased,human interest,positive,no,no,covid,non-primary source,neutral,Selected,4,cnn2020
227,167,2,2020,10/6/20,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-11-days/index.html,cnn,editorial,horserace,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,paraphrased,human interest,positive,no,no,covid,non-primary source,neutral,Selected,0,cnn2020
228,168,2,2020,10/6/20,https://www.cnn.com/2020/10/06/politics/trump-pfizer-vaccine/index.html,cnn,editorial,covid,conflict,negative,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,cited_linked,conflict,negative,no,no,covid,illustration,neutral,Selected,2,cnn2020
229,169,2,2020,10/6/20,https://www.cnn.com/2020/10/06/politics/trump-ends-stimulus-talks/index.html,cnn,editorial,policy issue,economic,negative,no,no,no,no,no,no,yes,no,no,yes,1,3,trump,paraphrased,economic,negative,no,no,policy issue,trigger,ctiticizes the tweet,Selected,2,cnn2020
230,170,2,2020,10/6/20,https://www.cnn.com/2020/10/06/economy/2020-poll-trump-biden-economy/index.html,cnn,editorial,horserace,economic,negative,no,yes,yes,no,yes,no,no,no,no,no,1,0,trump,paraphrased,economic,negative,yes,no,attack,non-primary source,ctiticizes the tweet,Selected,1,cnn2020
231,171,2,2020,10/6/20,https://www.cnn.com/2020/10/06/politics/trump-flu-covid-lethal-tweet-fact-check/index.html,cnn,editorial,covid,conflict,negative,no,yes,yes,no,yes,no,no,no,no,no,1,0,trump,cited_linked,conflict,negative,yes,no,covid,trigger,ctiticizes the tweet,Selected,1,cnn2020
232,172,2,2020,10/6/20,https://www.cnn.com/2020/10/06/tech/facebook-trump-covid-flu-false/index.html,cnn,soft news,media,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,3,0,trump,paraphrased,conflict,negative,yes,no,covid,trigger,ctiticizes the tweet,Selected,0,cnn2020
233,172,2,2020,10/6/20,https://www.cnn.com/2020/10/06/tech/facebook-trump-covid-flu-false/index.html,cnn,soft news,media,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,trump,paraphrased,conflict,negative,no,yes,covid,trigger,ctiticizes the tweet,Selected,0,cnn2020
234,172,2,2020,10/6/20,https://www.cnn.com/2020/10/06/tech/facebook-trump-covid-flu-false/index.html,cnn,soft news,media,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,trump,cited_linked,conflict,negative,no,no,media,trigger,neutral,Selected,0,cnn2020
235,173,2,2020,10/6/20,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-white-house-biden/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,yes,yes,no,no,yes,yes,3,0,trump,paraphrased,human interest,positive,no,no,covid,trigger,ctiticizes the tweet,Selected,3,cnn2020
236,173,2,2020,10/6/20,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-white-house-biden/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,trump,cited,conflict,negative,no,no,covid,trigger,ctiticizes the tweet,Selected,0,cnn2020
237,173,2,2020,10/6/20,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-white-house-biden/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,trump,cited_paraphrased,conflict,positive,yes,no,covid,trigger,ctiticizes the tweet,Selected,0,cnn2020
238,174,2,2020,10/6/20,https://www.cnn.com/2020/10/05/investing/stock-market-trump-covid/index.html,cnn,soft news,covid,economic,negative,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,cited_linked,human interest,positive,no,no,covid,non-primary source,neutral,Selected,2,cnn2020
239,175,2,2020,10/6/20,https://www.cnn.com/2020/10/06/opinions/biden-town-hall-checkmates-trump-covid-louis/index.html,cnn,editorial,horserace,conflict,negative,no,no,no,no,yes,yes,no,no,no,yes,1,0,trump,cited_linked,human interest,positive,no,no,covid,trigger,ctiticizes the tweet,Selected,2,cnn2020
240,176,2,2020,10/6/20,https://www.cnn.com/2020/10/05/politics/donald-trump-coronavirus-2020-campaign-election-walter-reed/index.html,cnn,editorial,covid,conflict,negative,no,no,no,no,yes,no,yes,no,no,no,1,1,trump,paraphrased_linked,human interest,positive,no,no,covid,non-primary source,neutral,Selected,2,cnn2020
241,177,2,2020,10/6/20,https://www.cnn.com/2020/10/05/politics/biden-trump-coronavirus/index.html,cnn,soft news,attack,conflict,negative,no,no,no,no,no,yes,no,no,no,no,1,0,trump,cited,human interest,positive,no,no,covid,non-primary source,ctiticizes the tweet,Selected,0,cnn2020
242,178,2,2020,10/5/20,https://www.cnn.com/politics/live-news/trump-covid-19-updates-sunday/h_f6f873bb3f03b44524d8c8385b6d17aa,cnn,soft news,covid,conflict,negative,no,no,no,no,no,no,no,no,no,no,1,0,trump,cited,human interest,positive,no,no,covid,trigger,ctiticizes the tweet,Selected,0,cnn2020
243,179,2,2020,10/5/20,https://www.cnn.com/politics/live-news/trump-covid-19-updates-monday/index.html,cnn,soft news,covid,human interest,positive,no,no,no,no,no,no,no,no,no,no,1,0,trump,cited,human interest,positive,no,no,covid,trigger,neutral,Selected,0,cnn2020
244,180,2,2020,10/5/20,https://www.cnn.com/2020/10/05/opinions/trump-covid-19-diagnosis-change-dantonio/index.html,cnn,editorial,covid,conflict,negative,no,no,no,no,yes,no,yes,no,no,yes,1,0,trump,cited,human interest,positive,no,no,covid,illustration,neutral,Selected,3,cnn2020
245,181,2,2020,10/5/20,https://www.cnn.com/2020/10/05/investing/premarket-stocks-trading/index.html,cnn,soft news,policy issue,economic,negative,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,cited,economic,positive,no,no,policy issue,illustration,neutral,Selected,2,cnn2020
246,182,2,2020,10/4/23,https://www.cnn.com/2020/10/04/health/trump-covid-19-course-of-illness-timeline-bn/index.html,cnn,hard news,covid,human interest,negative,no,no,no,no,yes,no,no,no,no,no,1,0,trump,cited_linked,human interest,positive,no,no,covid,illustration,neutral,Selected,1,cnn2020
247,183,2,2020,10/3/20,https://www.cnn.com/2020/10/03/politics/donald-trump-coronavirus-walter-reed/index.html,cnn,editorial,covid,conflict,negative,no,yes,no,no,yes,no,no,no,no,no,1,0,trump,paraphrased,human interest,positive,no,no,covid,non-primary source,neutral,Selected,1,cnn2020
248,184,2,2020,10/3/22,https://www.cnn.com/2020/10/02/politics/trump-coronavirus-path/index.html,cnn,editorial,covid,conflict,negative,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,cited,human interest,positive,no,no,covid,non-primary source,neutral,Selected,2,cnn2020
249,185,2,2020,10/3/20,https://www.cnn.com/2020/10/02/politics/president-donald-trump-walter-reed-coronavirus/index.html,cnn,hard news,covid,human interest,positive,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,cited,human interest,positive,no,no,covid,non-primary source,neutral,Selected,2,cnn2020
250,186,2,2020,10/2/20,https://www.cnn.com/2020/10/01/politics/hope-hicks-positive-coronavirus/index.html,cnn,hard news,covid,human interest,positive,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,cited,human interest,positive,no,no,covid,non-primary source,neutral,Selected,2,cnn2020
251,187,2,2020,10/2/20,https://www.cnn.com/2020/10/02/politics/donald-trump-positive-coronavirus/index.html,cnn,soft news,covid,human interest,positive,no,no,no,no,yes,no,yes,no,no,yes,1,2,biden,paraphrased,human interest,positive,no,no,covid,non-primary source,neutral,Selected,3,cnn2020
252,188,2,2020,10/2/20,https://www.cnn.com/2020/10/02/world/leaders-coronavirus-trump-johnson-bolsonaro-intl/index.html,cnn,soft news,covid,human interest,negative,no,no,no,no,yes,yes,yes,no,no,no,1,1,biden,paraphrased,human interest,positive,no,no,covid,non-primary source,neutral,Selected,2,cnn2020
253,189,2,2020,10/1/20,https://www.cnn.com/2020/10/02/opinions/trump-debate-strategy-split-biden-left-weaver/index.html,cnn,editorial,horserace,conflict,negative,no,no,no,no,yes,yes,no,no,yes,no,1,0,trump,cited_linked,conflict,negative,no,no,attack,non-primary source,neutral,Selected,2,cnn2020
254,190,2,2020,10/2/20,https://www.cnn.com/2020/10/02/media/hannity-fox-trump-covid/index.html,cnn,editorial,covid,conflict,negative,no,no,no,no,no,no,no,no,yes,no,1,0,trump,paraphrased_linked,human interest,positive,no,no,covid,non-primary source,neutral,Selected,1,cnn2020
256,192,2,2020,9/30/20,https://www.cnn.com/2020/09/30/politics/trump-pennsylvania-poll-watchers-false-claim/index.html,cnn,editorial,horserace,conflict,negative,no,yes,yes,no,no,no,no,no,no,yes,1,1,trump,linked,conflict,negative,yes,no,horserace,trigger,ctiticizes the tweet,Selected,1,cnn2020
257,193,2,2020,9/29/20,https://www.cnn.com/politics/live-news/us-election-news-09-29-20/index.html,cnn,soft news,horserace,conflict,negative,no,yes,yes,no,yes,no,no,no,no,no,1,0,trump,paraphrased,conflict,negative,yes,no,horserace,trigger,ctiticizes the tweet,Selected,1,cnn2020
258,194,2,2020,9/28/20,https://www.cnn.com/2020/09/28/politics/tom-ridge-colin-powell-biden-christine-todd-whitman/index.html,cnn,editorial,attack,conflict,negative,no,no,no,no,yes,no,yes,no,yes,yes,1,0,trump,cited_linked,conflict,negative,no,no,attack,non-primary source,neutral,Selected,4,cnn2020
260,196,2,2020,10/16/20,https://www.cnn.com/2020/10/16/politics/russian-disinformation-investigation/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,1,0,trump,paraphrased_linked,conflict,negative,no,no,media,non-primary source,neutral,Selected,0,cnn2020
261,197,2,2020,10/7/20,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-white-house/index.html,cnn,editorial,covid,conflict,negative,no,no,no,no,yes,no,yes,no,no,no,2,0,trump,cited,economic,positive,no,no,policy issue,illustration,neutral,Selected,2,cnn2020
262,197,2,2020,10/7/20,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-white-house/index.html,cnn,editorial,covid,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,cited,human interest,positive,no,no,covid,illustration,neutral,Selected,0,cnn2020
263,198,2,2020,10/16/20,https://www.cnn.com/2020/10/16/politics/trump-russia-declassification-lawsuit/index.html,cnn,editorial,policy issue,conflict,negative,no,no,yes,no,yes,no,no,no,no,yes,1,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,neutral,Selected,2,cnn2020
264,1601,1,2016,,https://money.cnn.com/2016/09/19/media/donald-trump-joe-scarborough-mika-brzezinski-peace-talks/,cnn,soft news,media,conflict,negative,no,no,no,yes,no,no,no,no,yes,yes,3,0,trump,cited,conflict,negative,no,no,attack,illustration,amplifies the tweet,,,cnn2016
265,1601,1,2016,,https://money.cnn.com/2016/09/19/media/donald-trump-joe-scarborough-mika-brzezinski-peace-talks/,cnn,soft news,media,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,,trump,cited,conflict,negative,yes,no,attack,illustration,amplifies the tweet,,,cnn2016
266,1601,1,2016,,https://money.cnn.com/2016/09/19/media/donald-trump-joe-scarborough-mika-brzezinski-peace-talks/,cnn,soft news,media,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,,trump,cited,conflict,negative,yes,no,attack,illustration,amplifies the tweet,,,cnn2016
267,1602,1,2016,,https://money.cnn.com/2016/09/27/investing/prison-stocks-hillary-clinton-debate-corrections-corporation-america-geo-group/,cnn,hard news,policy issue,economic,3,no,no,no,no,yes,yes,no,no,no,no,1,0,biden,cited_paraphrased,morality,3,no,no,policy issue,non-primary source,neutral,,,cnn2016
268,1603,1,2016,,https://money.cnn.com/2016/09/30/media/donald-trump-press-conferences/index.html,cnn,soft news,media,conflict,negative,no,no,no,no,yes,yes,no,no,yes,yes,1,1,trump,cited,conflict,negative,no,no,media,non-primary source,neutral,,,cnn2016
269,1604,1,2016,,https://money.cnn.com/2016/10/16/media/donald-trump-snl/index.html,cnn,soft news,media,conflict,negative,no,yes,no,no,no,no,no,no,no,no,2,0,trump,cited_paraphrased,conflict,negative,yes,no,media,trigger,ctiticizes the tweet,,,cnn2016
270,1604,1,2016,,https://money.cnn.com/2016/10/16/media/donald-trump-snl/index.html,cnn,soft news,media,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,,trump,cited,human interest,positive,no,no,media,non-primary source,neutral,,,cnn2016
271,1605,1,2016,,https://money.cnn.com/2016/10/20/technology/troll-trump-fundraising-tool/index.html,cnn,hard news,campaign event or info,economic,negative,no,no,no,no,no,no,no,no,no,no,3,0,trump,cited,conflict,negative,yes,no,attack,illustration,amplifies the tweet,,,cnn2016
272,1605,1,2016,,https://money.cnn.com/2016/10/20/technology/troll-trump-fundraising-tool/index.html,cnn,hard news,campaign event or info,economic,negative,no,no,no,no,no,no,no,no,no,no,,,trump,cited,conflict,negative,yes,no,attack,illustration,amplifies the tweet,,,cnn2016
273,1605,1,2016,,https://money.cnn.com/2016/10/20/technology/troll-trump-fundraising-tool/index.html,cnn,hard news,campaign event or info,economic,negative,no,no,no,no,no,no,no,no,no,no,,,biden,cited,economic,3,no,no,campaign event or info,illustration,amplifies the tweet,,,cnn2016
